"usuario","codbarrastag","codreduzido","Endereco","engenharia","DataReposicao","EngenhariaPai","descricao","epc","StatusEndereco","numeroop","cor","tamanho","totalop","situacaoinventario"
"1968","01000064912102000126","649121","02-02-02","010464051-0","2023-06-17 13:10:41",,TSHIRT O MC SLIM SUBLIMADA  LISTRY P MERGULHO,"3035E2C81C1DE1C0000000E2",,,"116",,,
"1968","01000064585305000429","645853","02-02-02","010464050-0","2023-06-17 13:10:41",,TSHIRT O MC SLIM SUBLIMADA  VANILLA GG MERGULHO,"3035E2C81C1D334000000156",,,"116",,,
"1968","01000064912102000215","649121","02-02-02","010464051-0","2023-06-17 13:10:41",,TSHIRT O MC SLIM SUBLIMADA  LISTRY P MERGULHO,"3035E2C81C1DE1C0000000EB",,,"116",,,
"1968","01000060916704000138","609167","02-02-02","010462146-0","2023-06-17 13:10:41",,TSHIRT O MC SLIM MPENTEADA RETTAN G MESCLA,"3035E2C81C061D4000000227",,,"248",,,
"1968","01000064585305000453","645853","02-02-02","010464050-0","2023-06-17 13:10:41",,TSHIRT O MC SLIM SUBLIMADA  VANILLA GG MERGULHO,"3035E2C81C1D334000000159",,,"116",,,
"1968","01000064585305000534","645853","02-02-02","010464050-0","2023-06-17 13:10:41",,TSHIRT O MC SLIM SUBLIMADA  VANILLA GG MERGULHO,"3035E2C81C1D334000000161",,,"116",,,
"1968","01000060916804001868","609168","02-02-02","010462146-0","2023-06-17 13:10:41",,TSHIRT O MC SLIM MPENTEADA RETTAN G BATOM,"3035E2C81C061D4000001012",,,"805",,,
"1968","01000060917205001221","609172","02-02-02","010462146-0","2023-06-17 13:10:41",,TSHIRT O MC SLIM MPENTEADA RETTAN GG PRETO,"3035E2C81C061D40000009E8",,,"210",,,
"1968","01000064585305000013","645853","02-02-02","010464050-0","2023-06-17 13:10:41",,TSHIRT O MC SLIM SUBLIMADA  VANILLA GG MERGULHO,"3035E2C81C1D33400000012D",,,"116",,,
"1968","01000064584501000071","645845","02-02-02","010464050-0","2023-06-17 13:10:41",,TSHIRT O MC SLIM SUBLIMADA  VANILLA PP MERGULHO,"3035E2C81C1D33400000020B",,,"116",,,
"2499","01000063604302001556","636043","09-04-17","010241803-0","2023-06-14 14:15:06",,KIT 3 CUECAS BOXER COTTON P 148/316/310,"3035E2C81C185DC0000010B5",,"117961-001","1239",P,"165",
"2449","01000048076403018000","480764","07-28-15","010450011-0","2023-06-19 09:26:55",,TSHIRT O MC SLIM MCONFORTO BASICA PACK M BRANCO,"3035E2C1686130800000C599",,"119788-001","201",M,"2177",OK
"2449","01000048076403017745","480764","07-28-15","010450011-0","2023-06-19 09:27:05",,TSHIRT O MC SLIM MCONFORTO BASICA PACK M BRANCO,"3035E2C1686130800000C57F",,"119788-001","201",M,"2177",OK
"2367","01000066519502000130","665195","11-78-20","010244021-0",,,TSHIRT O MC SLIM MPENT MIAMI CB P MINERAL,"3035E2C81C2904000000000F",,"115275-001","950",P,"60",adicionado do fila
"1057","01000067323302000023","673233","11-54-16","010465069-0","2023-06-28 21:39:10",,TSHIRT O MC SLIM MCONFORTO INC P NOZ MOSCADA,"3035E2C81C2ECEC000000004",,"115234-001","825",P,"66",OK
"2452","01000063102204000149","631022","02-81-20","010463214-0","2023-06-24 14:19:03",,CAMISA MC SLIM ESTAMPADA BIRDY G GUACHE,"3035E2C81C1529C0000000A1",,"113175-001","216",G,"197",
"2452","01000065463703000096","654637","02-81-20","010463223-0","2023-06-24 14:19:03",,BATA ML DIFERENCIADA  LINEN M SAFARI,"3035E2C81C13A9800000016A",,"115910-001","223",M,"111",
"2452","01000063406704000368","634067","02-81-20","010463215-0","2023-06-24 14:19:03",,CAMISA MC SLIM ESTAMPADA VILLE G OFF WHITHE,"3035E2C81C174E40000000B0",,"113176-001","202",G,"208",
"2452","01000063102204000377","631022","02-81-20","010463214-0","2023-06-24 14:19:03",,CAMISA MC SLIM ESTAMPADA BIRDY G GUACHE,"3035E2C81C1529C0000000B8",,"113175-001","216",G,"197",
"2452","01000065463703000127","654637","02-81-20","010463223-0","2023-06-24 14:19:03",,BATA ML DIFERENCIADA  LINEN M SAFARI,"3035E2C81C13A9800000016D",,"115910-001","223",M,"111",
,"01000054383604010383",,"07-50-06",,"2023-06-21 07:39:13",,,,,,,,,OK
,"01000054383604009984",,"07-50-06",,"2023-06-21 07:39:10",,,,,,,,,OK
,"01000054383604010341",,"07-50-06",,"2023-06-20 17:09:25",,,,,,,,,OK
,"01000060929205000119",,"02-04-03",,"2023-06-21 12:08:48",,,,,,,,,
,"01000060925604002447","609256","02-04-03","010462149-0","2023-06-21 12:08:48",,TSHIRT O MC SLIM MPENTEADA PLUN,"3035E2C81C0615C000001A92",,"113433-001","929",G,"240",
,"01000060925504002674","609255","02-04-03","010462149-0","2023-06-21 12:08:48",,TSHIRT O MC SLIM MPENTEADA PLUN,"3035E2C81C0615C000001A6E",,"113433-001","201",G,"240",
,"01000060926205001814","609262","02-04-03","010462149-0","2023-06-21 12:08:48",,TSHIRT O MC SLIM MPENTEADA PLUN,"3035E2C81C0615C000001BAC",,"116027-001","929",GG,"26",
,"01000065760903000018",,"02-04-03",,"2023-06-21 12:08:48",,,,,,,,,
,"01000054383604010066",,"07-50-06",,"2023-06-20 17:09:40",,,,,,,,,OK
,"01000054383604009803",,"07-50-06",,"2023-06-20 17:09:49",,,,,,,,,OK
,"01000054383604010236",,"07-50-06",,"2023-06-20 17:09:57",,,,,,,,,OK
,"01000054383604010244",,"07-50-06",,"2023-06-20 17:09:53",,,,,,,,,OK
,"01000054383604010202",,"07-50-06",,"2023-06-20 17:10:01",,,,,,,,,OK
,"01000054383604010074",,"07-50-06",,"2023-06-20 17:10:29",,,,,,,,,OK
,"01000054383604010210",,"07-50-06",,"2023-06-20 17:10:24",,,,,,,,,OK
,"01000054383604009756",,"07-50-06",,"2023-06-20 17:10:34",,,,,,,,,OK
"2367","01000066519502000180","665195","11-78-20","010244021-0",,,TSHIRT O MC SLIM MPENT MIAMI CB P MINERAL,"3035E2C81C29040000000014",,"115275-001","950",P,"60",adicionado do fila
,"01000054383604010163",,"07-50-06",,"2023-06-21 07:38:23",,,,,,,,,OK
,"01000054383604009900",,"07-50-06",,"2023-06-20 17:10:38",,,,,,,,,OK
,"01000054383604010171",,"07-50-06",,"2023-06-20 17:10:52",,,,,,,,,OK
,"01000054383604010058",,"07-50-06",,"2023-06-20 17:10:57",,,,,,,,,OK
,"01000054383604010359",,"07-50-06",,"2023-06-20 17:11:01",,,,,,,,,OK
"2449","01000066031203001582","660312","07-28-03","010450011-0","2023-06-17 12:53:37",,TSHIRT O MC SLIM MCONFORTO BASICA PACK M OCEANO,"3035E2C1686130800000C893",,"119788-001","807",M,"2177",
,"01000054383604010024",,"07-50-07",,"2023-06-21 07:40:20",,,,,,,,,
,"01000054383604010016",,"07-50-07",,"2023-06-21 07:40:15",,,,,,,,,
,"01000054383604009811",,"07-50-07",,"2023-06-21 07:40:11",,,,,,,,,
,"01000054383604009976",,"07-50-07",,"2023-06-21 07:40:08",,,,,,,,,
,"01000054383604009798",,"07-50-07",,"2023-06-21 07:40:03",,,,,,,,,
,"01000054383604010008",,"07-50-07",,"2023-06-21 07:39:59",,,,,,,,,
,"01000054383604009950",,"07-50-07",,"2023-06-21 07:39:56",,,,,,,,,
"2449","01000066031203001639","660312","07-28-03","010450011-0","2023-06-17 12:55:20",,TSHIRT O MC SLIM MCONFORTO BASICA PACK M OCEANO,"3035E2C1686130800000C898",,"119788-001","807",M,"2177",
"2449","01000048076403018068","480764","07-28-15","010450011-0","2023-06-19 09:27:42",,TSHIRT O MC SLIM MCONFORTO BASICA PACK M BRANCO,"3035E2C1686130800000C59F",,"119788-001","201",M,"2177",OK
"2367","01000066519502000114","665195","11-78-20","010244021-0",,,TSHIRT O MC SLIM MPENT MIAMI CB P MINERAL,"3035E2C81C2904000000000D",,"115275-001","950",P,"60",adicionado do fila
"2449","01000048076403018026","480764","07-28-15","010450011-0","2023-06-19 09:27:51",,TSHIRT O MC SLIM MCONFORTO BASICA PACK M BRANCO,"3035E2C1686130800000C59B",,"119788-001","201",M,"2177",OK
"2449","01000048076403018440","480764","07-28-15","010450011-0","2023-06-19 09:28:46",,TSHIRT O MC SLIM MCONFORTO BASICA PACK M BRANCO,"3035E2C1686130800000C5C5",,"119788-001","201",M,"2177",OK
"2449","01000048076403018296","480764","07-28-15","010450011-0","2023-06-19 09:28:10",,TSHIRT O MC SLIM MCONFORTO BASICA PACK M BRANCO,"3035E2C1686130800000C5B6",,"119788-001","201",M,"2177",OK
"2449","01000048076403018490","480764","07-28-15","010450011-0","2023-06-19 09:28:00",,TSHIRT O MC SLIM MCONFORTO BASICA PACK M BRANCO,"3035E2C1686130800000C5CA",,"119788-001","201",M,"2177",OK
"2449","01000048076403018597","480764","07-28-15","010450011-0","2023-06-19 09:28:37",,TSHIRT O MC SLIM MCONFORTO BASICA PACK M BRANCO,"3035E2C1686130800000C5D4",,"119788-001","201",M,"2177",OK
"2449","01000048076403017737","480764","07-28-15","010450011-0","2023-06-19 09:27:33",,TSHIRT O MC SLIM MCONFORTO BASICA PACK M BRANCO,"3035E2C1686130800000C57E",,"119788-001","201",M,"2177",OK
"2449","01000048076403018547","480764","07-28-15","010450011-0","2023-06-19 09:27:23",,TSHIRT O MC SLIM MCONFORTO BASICA PACK M BRANCO,"3035E2C1686130800000C5CF",,"119788-001","201",M,"2177",OK
"2449","01000048076403018107","480764","07-28-15","010450011-0","2023-06-19 09:28:19",,TSHIRT O MC SLIM MCONFORTO BASICA PACK M BRANCO,"3035E2C1686130800000C5A3",,"119788-001","201",M,"2177",OK
"2449","01000048076403018393","480764","07-28-15","010450011-0","2023-06-19 09:27:14",,TSHIRT O MC SLIM MCONFORTO BASICA PACK M BRANCO,"3035E2C1686130800000C5C0",,"119788-001","201",M,"2177",OK
"2449","01000048076403018262","480764","07-28-15","010450011-0","2023-06-19 09:28:28",,TSHIRT O MC SLIM MCONFORTO BASICA PACK M BRANCO,"3035E2C1686130800000C5B3",,"119788-001","201",M,"2177",OK
"2449","01000066031203001891","660312","07-28-03","010450011-0","2023-06-17 12:54:47",,TSHIRT O MC SLIM MCONFORTO BASICA PACK M OCEANO,"3035E2C1686130800000C8B2",,"119788-001","807",M,"2177",OK
"2449","01000066031203001590","660312","07-28-03","010450011-0","2023-06-17 12:55:16",,TSHIRT O MC SLIM MCONFORTO BASICA PACK M OCEANO,"3035E2C1686130800000C894",,"119788-001","807",M,"2177",OK
"1057","01000067323504000160","673235","11-54-14","010465069-0","2023-06-28 21:38:38",,TSHIRT O MC SLIM MCONFORTO INC G NOZ MOSCADA,"3035E2C81C2ECEC000000041",,"115234-001","825",G,"66",OK
"2449","01000066031203001647","660312","07-28-03","010450011-0","2023-06-17 12:54:41",,TSHIRT O MC SLIM MCONFORTO BASICA PACK M OCEANO,"3035E2C1686130800000C899",,"119788-001","807",M,"2177",OK
"2449","01000066031203001566","660312","07-28-03","010450011-0","2023-06-17 12:55:05",,TSHIRT O MC SLIM MCONFORTO BASICA PACK M OCEANO,"3035E2C1686130800000C891",,"119788-001","807",M,"2177",OK
"2449","01000066031203001655","660312","07-28-03","010450011-0","2023-06-17 12:54:37",,TSHIRT O MC SLIM MCONFORTO BASICA PACK M OCEANO,"3035E2C1686130800000C89A",,"119788-001","807",M,"2177",OK
"2449","01000066031203001540","660312","07-28-03","010450011-0","2023-06-17 12:54:33",,TSHIRT O MC SLIM MCONFORTO BASICA PACK M OCEANO,"3035E2C1686130800000C88F",,"119788-001","807",M,"2177",OK
"2449","01000066031203001558","660312","07-28-03","010450011-0","2023-06-17 12:54:18",,TSHIRT O MC SLIM MCONFORTO BASICA PACK M OCEANO,"3035E2C1686130800000C890",,"119788-001","807",M,"2177",OK
"2449","01000066031203001621","660312","07-28-03","010450011-0","2023-06-17 12:55:25",,TSHIRT O MC SLIM MCONFORTO BASICA PACK M OCEANO,"3035E2C1686130800000C897",,"119788-001","807",M,"2177",OK
"2499","01000064108803001030","641088","02-76-05","010463420-0","2023-06-23 13:52:01",,JAQUETA MOLETOM CAPUZ OFTEN M PRETO,"3035E2C81C19FFC00000037B",,"119400-001","210",M,"40",
"2499","01000064108803001022","641088","02-76-05","010463420-0","2023-06-23 13:52:01",,JAQUETA MOLETOM CAPUZ OFTEN M PRETO,"3035E2C81C19FFC00000037A",,"119400-001","210",M,"40",
"2499","01000064108803001103","641088","02-76-05","010463420-0","2023-06-23 13:52:01",,JAQUETA MOLETOM CAPUZ OFTEN M PRETO,"3035E2C81C19FFC000000395",,"119400-001","210",M,"40",
"2499","01000064108803000652","641088","02-76-05","010463420-0","2023-06-23 13:52:01",,JAQUETA MOLETOM CAPUZ OFTEN M PRETO,"3035E2C81C19FFC00000033B",,"114437-001","210",M,"109",
"2449","01000066031203001532","660312","07-28-03","010450011-0","2023-06-17 12:55:01",,TSHIRT O MC SLIM MCONFORTO BASICA PACK M OCEANO,"3035E2C1686130800000C88E",,"119788-001","807",M,"2177",OK
"2449","01000066031203001906","660312","07-28-03","010450011-0","2023-06-17 12:54:56",,TSHIRT O MC SLIM MCONFORTO BASICA PACK M OCEANO,"3035E2C1686130800000C8B3",,"119788-001","807",M,"2177",OK
"2449","01000066031203001809","660312","07-28-03","010450011-0","2023-06-17 12:54:52",,TSHIRT O MC SLIM MCONFORTO BASICA PACK M OCEANO,"3035E2C1686130800000C8A9",,"119788-001","807",M,"2177",OK
"1057","01000067323504000013","673235","11-54-14","010465069-0","2023-06-28 21:38:38",,TSHIRT O MC SLIM MCONFORTO INC G NOZ MOSCADA,"3035E2C81C2ECEC000000032",,"115234-001","825",G,"66",OK
"1057","01000067323504000225","673235","11-54-14","010465069-0","2023-06-28 21:38:38",,TSHIRT O MC SLIM MCONFORTO INC G NOZ MOSCADA,"3035E2C81C2ECEC000000047",,"115234-001","825",G,"66",OK
"1057","01000067323504000152","673235","11-54-14","010465069-0","2023-06-28 21:38:38",,TSHIRT O MC SLIM MCONFORTO INC G NOZ MOSCADA,"3035E2C81C2ECEC000000040",,"115234-001","825",G,"66",OK
"2367","01000063922404000185","639224","03-05-20","010242427-0","2023-06-24 13:15:43",,BLUSAO O MOLETINHO RANDOM G CAMAFEU,"3035E2C81C19D10000000331",,"114234-001","418",G,"238",
"2367","01000063922404000020","639224","03-05-20","010242427-0","2023-06-24 13:15:43",,BLUSAO O MOLETINHO RANDOM G CAMAFEU,"3035E2C81C19D100000000DF",,"112794-001","418",G,"317",
"2367","01000063922404000127","639224","03-05-20","010242427-0","2023-06-24 13:15:43",,BLUSAO O MOLETINHO RANDOM G CAMAFEU,"3035E2C81C19D100000000E9",,"112794-001","418",G,"317",
"2367","01000066520504000038","665205","11-78-20","010244021-0",,,TSHIRT O MC SLIM MPENT MIAMI CB G MINERAL,"3035E2C81C2904000000002D",,"115275-001","950",G,"60",adicionado do fila
"2367","01000067207903000149","672079","11-62-14","010465066-0","2023-06-28 21:59:49",,TSHIRT O MC SLIM MCONFORTO FLOCK M NEVE,"3035E2C81C2E020000000022",,"116835-001","206",M,"65",OK
"2367","01000067207903000238","672079","11-62-14","010465066-0","2023-06-28 21:59:49",,TSHIRT O MC SLIM MCONFORTO FLOCK M NEVE,"3035E2C81C2E02000000002B",,"116835-001","206",M,"65",OK
"2367","01000067207903000026","672079","11-62-14","010465066-0","2023-06-28 21:59:49",,TSHIRT O MC SLIM MCONFORTO FLOCK M NEVE,"3035E2C81C2E020000000016",,"116835-001","206",M,"65",OK
"2367","01000067207903000288","672079","11-62-14","010465066-0","2023-06-28 21:59:49",,TSHIRT O MC SLIM MCONFORTO FLOCK M NEVE,"3035E2C81C2E020000000030",,"116835-001","206",M,"65",OK
"2367","01000063524302000013","635243","03-05-20","010242430-0","2023-06-24 13:15:43",,JAQUETA MOLETINHO CAPUZ INTERNO M PRETO,"3035E2C81C180300000000C7",,"112887-001","210",M,"260",
"2367","01000067207903000181","672079","11-62-14","010465066-0","2023-06-28 21:59:49",,TSHIRT O MC SLIM MCONFORTO FLOCK M NEVE,"3035E2C81C2E020000000026",,"116835-001","206",M,"65",OK
"2367","01000067207903000262","672079","11-62-14","010465066-0","2023-06-28 21:59:49",,TSHIRT O MC SLIM MCONFORTO FLOCK M NEVE,"3035E2C81C2E02000000002E",,"116835-001","206",M,"65",OK
"2367","01000063524302000102","635243","03-05-20","010242430-0","2023-06-24 13:15:43",,JAQUETA MOLETINHO CAPUZ INTERNO M PRETO,"3035E2C81C180300000000D0",,"112887-001","210",M,"260",
"2367","01000063524302000089","635243","03-05-20","010242430-0","2023-06-24 13:15:43",,JAQUETA MOLETINHO CAPUZ INTERNO M PRETO,"3035E2C81C180300000000CE",,"112887-001","210",M,"260",
"2367","01000063922404000070","639224","03-05-20","010242427-0","2023-06-24 13:15:43",,BLUSAO O MOLETINHO RANDOM G CAMAFEU,"3035E2C81C19D100000000E4",,"112794-001","418",G,"317",
"2367","01000063264002000070","632640","03-05-20","010242440-0","2023-06-24 13:15:43",,JAQUETA MOLETINHO FEM BASIC M CAMAFEU,"3035E2C81C167EC00000014F",,"115863-001","418",M,"22",
"2367","01000063922404000046","639224","03-05-20","010242427-0","2023-06-24 13:15:43",,BLUSAO O MOLETINHO RANDOM G CAMAFEU,"3035E2C81C19D100000000E1",,"112794-001","418",G,"317",
"2367","01000063922404000321","639224","03-05-20","010242427-0","2023-06-24 13:15:43",,BLUSAO O MOLETINHO RANDOM G CAMAFEU,"3035E2C81C19D10000000468",,"114842-001","418",G,"323",
"2367","01000063524302000039","635243","03-05-20","010242430-0","2023-06-24 13:15:43",,JAQUETA MOLETINHO CAPUZ INTERNO M PRETO,"3035E2C81C180300000000C9",,"112887-001","210",M,"260",OK
"2499","01000064108803001064","641088","02-76-05","010463420-0","2023-06-23 13:52:01",,JAQUETA MOLETOM CAPUZ OFTEN M PRETO,"3035E2C81C19FFC00000037E",,"119400-001","210",M,"40",
"2499","01000064108803000987","641088","02-76-05","010463420-0","2023-06-23 13:52:01",,JAQUETA MOLETOM CAPUZ OFTEN M PRETO,"3035E2C81C19FFC000000376",,"119400-001","210",M,"40",
"2449","01000048076403018018","480764","07-28-15","010450011-0","2023-06-19 09:29:14",,TSHIRT O MC SLIM MCONFORTO BASICA PACK M BRANCO,"3035E2C1686130800000C59A",,"119788-001","201",M,"2177",OK
"2449","01000048076403018602","480764","07-28-15","010450011-0","2023-06-19 09:29:05",,TSHIRT O MC SLIM MCONFORTO BASICA PACK M BRANCO,"3035E2C1686130800000C5D5",,"119788-001","201",M,"2177",OK
"2449","01000048076403017711","480764","07-28-15","010450011-0","2023-06-19 09:29:42",,TSHIRT O MC SLIM MCONFORTO BASICA PACK M BRANCO,"3035E2C1686130800000C57C",,"119788-001","201",M,"2177",OK
"2449","01000048076403018589","480764","07-28-15","010450011-0","2023-06-19 09:29:51",,TSHIRT O MC SLIM MCONFORTO BASICA PACK M BRANCO,"3035E2C1686130800000C5D3",,"119788-001","201",M,"2177",OK
"2449","01000048076403017973","480764","07-28-15","010450011-0","2023-06-19 09:30:19",,TSHIRT O MC SLIM MCONFORTO BASICA PACK M BRANCO,"3035E2C1686130800000C596",,"119788-001","201",M,"2177",OK
"2449","01000048076403018408","480764","07-28-15","010450011-0","2023-06-19 09:29:23",,TSHIRT O MC SLIM MCONFORTO BASICA PACK M BRANCO,"3035E2C1686130800000C5C1",,"119788-001","201",M,"2177",OK
"2449","01000048076403018539","480764","07-28-15","010450011-0","2023-06-19 09:30:09",,TSHIRT O MC SLIM MCONFORTO BASICA PACK M BRANCO,"3035E2C1686130800000C5CE",,"119788-001","201",M,"2177",OK
"2449","01000048076403018416","480764","07-28-15","010450011-0","2023-06-19 09:29:33",,TSHIRT O MC SLIM MCONFORTO BASICA PACK M BRANCO,"3035E2C1686130800000C5C2",,"119788-001","201",M,"2177",OK
"2449","01000048076403018270","480764","07-28-15","010450011-0","2023-06-19 09:30:00",,TSHIRT O MC SLIM MCONFORTO BASICA PACK M BRANCO,"3035E2C1686130800000C5B4",,"119788-001","201",M,"2177",OK
"2367","01000067207903000270","672079","11-62-14","010465066-0","2023-06-28 21:59:49",,TSHIRT O MC SLIM MCONFORTO FLOCK M NEVE,"3035E2C81C2E02000000002F",,"116835-001","206",M,"65",OK
"2367","01000066520504000070","665205","11-78-20","010244021-0",,,TSHIRT O MC SLIM MPENT MIAMI CB G MINERAL,"3035E2C81C29040000000031",,"115275-001","950",G,"60",adicionado do fila
"2367","01000065992402000013","659924","11-62-05","010465117-0","2023-06-28 21:47:55",,POLO MC SLIM PIQUET  ROW P PRETO,"3035E2C81C25EE0000000003",,"115558-001","210",P,"60",OK
"2367","01000065992402000097","659924","11-62-05","010465117-0","2023-06-28 21:47:55",,POLO MC SLIM PIQUET  ROW P PRETO,"3035E2C81C25EE000000000B",,"115558-001","210",P,"60",OK
"2367","01000066191002000494","661910","11-60-04","010465119-0","2023-06-28 21:29:43","",POLO MC SLIM PIQUET STILL P AGUA,"3035E2C81C271CC000000063","","115088-001","101",P,"69",OK
"2367","01000065992402000047","659924","11-62-05","010465117-0","2023-06-28 21:47:55",,POLO MC SLIM PIQUET  ROW P PRETO,"3035E2C81C25EE0000000006",,"115558-001","210",P,"60",OK
"2367","01000065992402000055","659924","11-62-05","010465117-0","2023-06-28 21:47:55",,POLO MC SLIM PIQUET  ROW P PRETO,"3035E2C81C25EE0000000007",,"115558-001","210",P,"60",OK
"2452","01000069223303000852","692233","10-24-05","010220002-0","2023-06-20 11:52:17",,TSHIRT O MC RG MPENTEADA PAI KIDS PACK M DIESEL,"3035E2C168001A800003876F",,"120503-001","913",M,"1381",OK
"2452","01000069223303000420","692233","10-24-05","010220002-0","2023-06-20 11:51:52",,TSHIRT O MC RG MPENTEADA PAI KIDS PACK M DIESEL,"3035E2C168001A8000038744",,"120503-001","913",M,"1381",OK
"2452","01000069223303000292","692233","10-24-05","010220002-0","2023-06-20 11:53:13",,TSHIRT O MC RG MPENTEADA PAI KIDS PACK M DIESEL,"3035E2C168001A8000038737",,"120503-001","913",M,"1381",OK
"2452","01000069223303001612","692233","10-24-05","010220002-0","2023-06-20 11:54:29",,TSHIRT O MC RG MPENTEADA PAI KIDS PACK M DIESEL,"3035E2C168001A80000387BB",,"120503-001","913",M,"1381",OK
"2452","01000069223303001832","692233","10-24-05","010220002-0","2023-06-20 11:53:44",,TSHIRT O MC RG MPENTEADA PAI KIDS PACK M DIESEL,"3035E2C168001A80000387D1",,"120503-001","913",M,"1381",OK
"2452","01000069223303003232","692233","10-24-05","010220002-0","2023-06-20 11:52:02",,TSHIRT O MC RG MPENTEADA PAI KIDS PACK M DIESEL,"3035E2C168001A8000038A05",,"120503-001","913",M,"1381",OK
"2452","01000069223303001905","692233","10-24-05","010220002-0","2023-06-20 11:53:22",,TSHIRT O MC RG MPENTEADA PAI KIDS PACK M DIESEL,"3035E2C168001A80000387D8",,"120503-001","913",M,"1381",OK
"2452","01000069223303001913","692233","10-24-05","010220002-0","2023-06-20 11:53:18",,TSHIRT O MC RG MPENTEADA PAI KIDS PACK M DIESEL,"3035E2C168001A80000387D9",,"120503-001","913",M,"1381",OK
"2452","01000069223303001921","692233","10-24-05","010220002-0","2023-06-20 11:52:48",,TSHIRT O MC RG MPENTEADA PAI KIDS PACK M DIESEL,"3035E2C168001A80000387DA",,"120503-001","913",M,"1381",OK
"2452","01000069223303000446","692233","10-24-05","010220002-0","2023-06-20 11:52:13",,TSHIRT O MC RG MPENTEADA PAI KIDS PACK M DIESEL,"3035E2C168001A8000038746",,"120503-001","913",M,"1381",OK
"2452","01000069223303001599","692233","10-24-05","010220002-0","2023-06-20 11:53:27",,TSHIRT O MC RG MPENTEADA PAI KIDS PACK M DIESEL,"3035E2C168001A80000387B9",,"120503-001","913",M,"1381",OK
"2452","01000069223303001890","692233","10-24-05","010220002-0","2023-06-20 11:52:41",,TSHIRT O MC RG MPENTEADA PAI KIDS PACK M DIESEL,"3035E2C168001A80000387D7",,"120503-001","913",M,"1381",OK
"2452","01000069223303003177","692233","10-24-05","010220002-0","2023-06-20 11:52:20",,TSHIRT O MC RG MPENTEADA PAI KIDS PACK M DIESEL,"3035E2C168001A80000389FF",,"120503-001","913",M,"1381",OK
"2452","01000069223303000365","692233","10-24-05","010220002-0","2023-06-20 11:53:35",,TSHIRT O MC RG MPENTEADA PAI KIDS PACK M DIESEL,"3035E2C168001A800003873E",,"120503-001","913",M,"1381",OK
"2452","01000069223303000543","692233","10-24-05","010220002-0","2023-06-20 11:52:09",,TSHIRT O MC RG MPENTEADA PAI KIDS PACK M DIESEL,"3035E2C168001A8000038750",,"120503-001","913",M,"1381",OK
"2452","01000069223303003185","692233","10-24-05","010220002-0","2023-06-20 11:54:17",,TSHIRT O MC RG MPENTEADA PAI KIDS PACK M DIESEL,"3035E2C168001A8000038A00",,"120503-001","913",M,"1381",OK
"2452","01000069223303000454","692233","10-24-05","010220002-0","2023-06-20 11:52:36",,TSHIRT O MC RG MPENTEADA PAI KIDS PACK M DIESEL,"3035E2C168001A8000038747",,"120503-001","913",M,"1381",OK
"2452","01000069223303002951","692233","10-24-05","010220002-0","2023-06-20 11:52:28",,TSHIRT O MC RG MPENTEADA PAI KIDS PACK M DIESEL,"3035E2C168001A80000389E9",,"120503-001","913",M,"1381",OK
"2410","01000065755007000428","657550","01-02-02","010243003-0","2023-06-14 08:00:00",,TSHIRT O MC REG MPENT FAMILY MANDA MF MESCLA,"3035E2C81C24A64000000064",,"112465-001","248",MF,"202",OK
"2501","01000067326901000458","673269","11-89-01","010244259-0","2023-06-30 13:50:39",,CAMISA ML SLIM AMER MAQUINETA FAV P MILITAR,"3035E2C81C2ED9C000000090",,"115372-002","923",P,"1",OK
"2501","01000066949101000467","669491","11-89-01","010244283-0","2023-06-30 13:50:39",,BATA ML AMERICANA FLAME P PRETO,"3035E2C81C2C618000000099",,"115383-005","210",P,"3",OK
"2501","01000066144201000163","661442","11-89-01","010244275-0","2023-06-30 13:50:39",,CAMISA ML REG AMER ESTAMP LEAF P AZEITE,"3035E2C81C26CA0000000012",,"115379-002","523",P,"2",OK
"2501","01000066132202000125","661322","11-89-01","010244277-0","2023-06-30 13:50:39",,CAMISA ML SLIM ITALI ESTAMP 2TONE M SAFARI,"3035E2C81C26BE8000000022",,"116190-006","223",M,"2",OK
"2501","01000066622902000092","666229","11-89-01","010244256-0","2023-06-30 13:50:39",,CAMISA ML REGULAR ITALIANA FLAME M PRETO,"3035E2C81C29CF000000001D",,"115369-002","210",M,"1",OK
"2501","01000066609703000142","666097","11-89-01","010244278-0","2023-06-30 13:50:39",,CAMISA ML REGULAR ITAL EST LINHO COF G SAFARI,"3035E2C81C29A5800000003C",,"115381-002","223",G,"6",OK
"2501","01000066132202000117","661322","11-89-01","010244277-0","2023-06-30 13:50:39",,CAMISA ML SLIM ITALI ESTAMP 2TONE M SAFARI,"3035E2C81C26BE8000000021",,"116190-006","223",M,"2",OK
"2501","01000066746103000132","667461","11-89-01","010244203-0","2023-06-30 13:50:39",,CAMISA MC SLIM AMERICANA LINHO G OFF WHITHE,"3035E2C81C2ABA4000000037",,"115356-005","202",G,"2",OK
"2501","01000067327002000509","673270","11-89-01","010244259-0","2023-06-30 13:50:39",,CAMISA ML SLIM AMER MAQUINETA FAV M MILITAR,"3035E2C81C2ED9C00000008D",,"115372-003","923",M,"3",OK
"2501","01000066827501000156","668275","11-89-01","010244267-0","2023-06-30 13:50:39",,CAMISA ML REGULAR ITAL CHAMB P FUMACA,"3035E2C81C2B4E8000000011",,"115375-007","327",P,"1",OK
